Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
OneNote on your phone	**OneNote on your phone**\n\nYou can also use OneNote on your phone to take and access your notes on the go.\n\n*   [Windows Phone 8: How to use OneNote Mobile](http://www.windowsphone.com/en-US/how-to/wp8/office/use-onenote-mobile) \n\n*   [Windows Phone 7: How to use OneNote Mobile](http://go.microsoft.com/fwlink/p/?LinkID=248671) \n\n*   [OneNote Mobile for Android](http://go.microsoft.com/fwlink/p/?LinkID=248673) \n\n*   [OneNote Mobile for iPhone](https://itunes.apple.com/us/app/onenote/id410395246?mt=8)	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3302
Format text - Using the OneNote app	** Format text**\nis Select the text in a note and tap or click the A icon. This brings up a radial menu of options.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3303
Find a note - Using the OneNote app	** Find a note**\nis Open the Search charm and type what youâ€™re looking for.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3304
Handwrite notes - Using the OneNote app	** Handwrite notes**\nis Use the Surface pen to handwrite notes.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3305
Share with OneNote - Using the OneNote app	** Share with OneNote**\nis Use the Share charm or Send to OneNote to create notes.  For example, you can select text on a webpage in Internet Explorer, open the Share charm, and choose OneNote.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3306
Quick access to a page - Using the OneNote app	** Quick access to a page**\nis Pin a page to the Start screen so you can open it quickly. In OneNote, tap and hold a page for a couple seconds, then let go and tap Pin to Start.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3307
How do I â€¦ - Using the OneNote app	** How do I â€¦**\nis Open the Settings charm and then tap or click Help.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3308
Maps - Built-in apps	**Maps**\n\nMaps can show you where you are, where you want to go, and provide directions to get you there. Maps also shows you traffic conditions to help you find the fastest route. âœª\n\nNote You need to be connected to the Internet to use Maps.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3309
Lync - Microsoft Office	**Lync**\n\nLync connects people everywhere as part of their everyday productivity experience. Lync provides instant messaging, voice, video, and a great meeting experience. There are two versions of Lync available for Surface Pro:\n\n*   Lync app available from the Windows Store. \n\n*   Lync 2013 (desktop app) can be purchased with an Office suite.\n\nImportant  Microsoft Lync requires Lync Server or an Office 365/Lync Online account.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3310
Move around a map	**Move around a map**\n\n1.  From the Start screen, tap or click Maps. \n\n2.  If prompted, allow Maps to access and use your location.\n\n3.  Do any of the following:\n\n    *   Move the map Slide your finger across the screen in any direction to move the map.\n    *   Zoom in and out To zoom in, spread your thumb and forefinger apart on the map. To zoom out, pinch your fingers together.\n    *   Really zoom in Double-tap the map to automatically center and zoom in on a spot. Double-tap again to get even closer.\n    *   Go to your current location Swipe down from the top of the screen or right-click, then tap or click My location.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3311
Get directions - Maps	**Get directions**\n\nUse the directions feature in Maps to guide you to your destination. Maps shows the total distance and estimated travel time to help you plan ahead.\n\nTo get directions to an address or place:\n\n1.  From the Maps app, swipe down from the top of the screen or right-click, then tap or click Directions. \n\n2.  Type one of the following in the A and B fields (starting and ending locations):\n\n    *   An address\n\n    *   A business name or type (for example, coffee shop)\n\n    *   A city or ZIP code\n\n    *   A point of interest (for example, Space Needle)\n\n3.  Tap or click   (Get directions). A route is displayed on the map.âœª\n\n4.  Tap or click the Directions box (in the upper-left corner).	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3312
Using Maps - Maps	**Using Maps**\n\n| Task | What to do |\n| --- | --- |\n| See traffic conditions | Swipe down from the top of the screen, and then tap or click Show traffic. |\n| Change settings | Open the Settings charm and then tap or click Options. |\n| Print directions and maps | Open the Devices charm, choose a printer, then tap or click Print. |\n| Share a map | Open the Share charm and then tap or click Mail. |	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3313
Troubleshooting - Maps	**Troubleshooting**\n\nIf your location doesnâ€™t appear in the Maps app, you may need to change your privacy settings. Hereâ€™s how:\n\n1.  Open the Settings charm, then tap or click Change PC settings. \n\n2.  Tap or click Privacy, and make sure Let apps use my location is On. \n\nTo learn more, see [Bing Maps app: Frequently asked questions](http://windows.microsoft.com/en-us/windows-8/bing-maps-app-faq) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3314
See traffic conditions - Using Maps	** See traffic conditions**\nis Swipe down from the top of the screen, and then tap or click Show traffic.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3315
Change settings - Using Maps	** Change settings**\nis Open the Settings charm and then tap or click Options.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3316
Print directions and maps - Using Maps	** Print directions and maps**\nis Open the Devices charm, choose a printer, then tap or click Print.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3317
Share a map - Using Maps	** Share a map**\nis Open the Share charm and then tap or click Mail.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3318
Xbox Games - Built-in apps	**Xbox Games**\n\nEven if you don't own an Xbox 360, you can use the Xbox Games app to get games and socialize with your friends. You can view your game progress, earn awards and achievements, and see which friends are online and what they're playing.\n\nAnd if you want to let your friends know what you're up to, use the Share charm to send links to your favorite games, your profile, and achievements. âœª\n\nSign in with your Microsoft\n\naccount\n\nYou need to sign in with a Microsoft account (formerly called Windows Live ID) to buy or download games from Xbox Games. Hereâ€™s how:\n\n1.  From the Start screen, tap or click Games. \n\n2.  Do one of the following:\n\n    *   Click Sign in (in the upper-right corner).\n\n    *   Swipe in from the right edge of the screen and tap Settings, then tap or click Account. Click Sign in. \n\n3.  Type your Microsoft account info (email and password) and tap or click Save. \n\n4.  Scroll to one of the following stores:\n\n    *   Windows game store Games you can play on Surface.\n    *   Xbox 360 game store Games you can play on your Xbox 360 console. Games that you buy are added to your consoleâ€™s download queue and automatically downloaded the next time your console connects to Xbox.\n\nTips\n\n*   Tap or click a game to see options like buy, play, and explore. Open the Search charm to find a particular game.\n\n*   Set a beacon to let your friends know that you want to play a game.\n\n*   Xbox games might take advantage of Xbox features such as achievements, leaderboards, multiplayer modes, and connecting with friends.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3319
Xbox SmartGlass - Built-in apps	**Xbox SmartGlass**\n\nXbox SmartGlass turns your Surface into a second screen that interacts with your Xbox 360 to enhance your favorite TV shows, movies, music, sports, and games.1  To see what you can do with SmartGlass, go to [Xbox.com/SmartGlass](http://www.xbox.com/en-US/smartglass) [.](http://www.xbox.com/en-US/smartglass) \n\nNote:  SmartGlass isn't available in all countries or regions. For more info, see Xbox on Windows feature list on support.Xbox.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3320
Games in the Windows Store	**Games in the Windows Store**\n\nYou can also install games for Surface using the Store app. Hereâ€™s how:\n\n*   Open the Store app, scroll to Games, and then tap or click Games. Browse all the games or choose a subcategory at the top.Tips\n\n*   Games that you buy are charged to the payment option associated with your Microsoft account. Games that you buy can be installed on up to five PCs running Windows 8 or Windows RT. For more info, see the Windows Store section in this guide.\n\n*   To see your account info, open the Settings charm, and then tap or click Your account.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3321
Step 1: Set up SmartGlass on Xbox 360	**Step 1: Set up SmartGlass on Xbox 360**\n\nSet up SmartGlass on your Xbox 360 console using the steps on this Xbox.com page: [Set up and use SmartGlass](http://support.xbox.com/apps/my-xbox-live/my-xbox-live-requirements) [on the Xbox 360](http://support.xbox.com/apps/my-xbox-live/my-xbox-live-requirements) [.](http://support.xbox.com/apps/my-xbox-live/my-xbox-live-requirements)	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3322
Step 2: Connect Surface to your Xbox 360	**Step 2: Connect Surface to your Xbox 360**\n\n1.  Open the SmartGlass app on Surface (if you donâ€™t have the app, install it from the Store).\n\n2.  Follow the on-screen instructions to connect Surface to your Xbox 360 console.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3323
Step 3: Play something	**Step 3: Play something**\n\n1.  Open the Video, Music, or Games app on your Surface.\n\n2.  Select something that you want to play.\n\n3.  Tap or click Play on Xbox 360. The SmartGlass app starts and the item starts playing on your Xbox 360.5\n\nIn addition to playing content, Xbox SmartGlass might show you info about the movies, TV shows, games, and music that youâ€™re enjoying (a second-screen companion).\n\n5Broadband Internet required; ISP fees apply. Not all games and Xbox content is SmartGlass enabled. Xbox Live Gold membership, additional fees and/or requirements apply for some content, including Xbox Music.  Available features and content vary by device and region and over time. See xbox.com/live.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3324
More built-in apps	**More built-in apps**\n\nâœª\n\n| News Keep up to date with whatâ€™s happening in the world using this photo-rich app. Swipe through for a quick read of the headlines or go deep on the topics youâ€™re passionate about. | Finance Stay on top of the fast-changing market conditions. Swipe through colorful charts for a quick read on the dayâ€™s activity. |\n| --- | --- |\n| Travel Get inspired to travel along with all the tools you need to plan your next trip. With a quick tap or click you can explore destinations all over the world. | Sports Follow the sports, teams, and players you care about. Swipe through the app to get an overview of the headlines, scores, schedules, stats, and more. |\n| Weather Prepare for the latest conditions with hourly, daily, and 10-day forecasts. Compare weather from multiple providers, check radar maps, and view historical weather. | Bing The Bing app opens the Bing home page with the search bar, links to popular topics, and a background picture. You can choose a trending topic or type your own search term. |\n\n*   âœª\n\n*   âœª\n\n    *   Reader\n\nRead files in PDF and XPS formats. For more info, see [Windows Reader: Frequently asked questions](http://windows.microsoft.com/en-US/windows-8/reader-faqs) on Windows.com.\n\nBe sure to check out even more apps in the Windows Store.\n\nNote: Some apps and features of apps may not be available in all markets.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3325
News Keep up to date with whatâ€™s happening in the world using this photo-rich app. Swipe through for a quick read of the headlines or go deep on the topics youâ€™re passionate about. - More built-in apps	** News Keep up to date with whatâ€™s happening in the world using this photo-rich app. Swipe through for a quick read of the headlines or go deep on the topics youâ€™re passionate about.**\nis Finance Stay on top of the fast-changing market conditions. Swipe through colorful charts for a quick read on the dayâ€™s activity.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3326
Travel Get inspired to travel along with all the tools you need to plan your next trip. With a quick tap or click you can explore destinations all over the world. - More built-in apps	** Travel Get inspired to travel along with all the tools you need to plan your next trip. With a quick tap or click you can explore destinations all over the world.**\nis Sports Follow the sports, teams, and players you care about. Swipe through the app to get an overview of the headlines, scores, schedules, stats, and more.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3327
Weather Prepare for the latest conditions with hourly, daily, and 10-day forecasts. Compare weather from multiple providers, check radar maps, and view historical weather. - More built-in apps	** Weather Prepare for the latest conditions with hourly, daily, and 10-day forecasts. Compare weather from multiple providers, check radar maps, and view historical weather.**\nis Bing The Bing app opens the Bing home page with the search bar, links to popular topics, and a background picture. You can choose a trending topic or type your own search term.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3328
Free desktop apps	**Free desktop apps**\n\nHere are some additional desktop apps that you might want to try.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3329
Windows Photo Viewer	**Windows Photo Viewer**\n\nWindows Photo Viewer (desktop app) is a quick and easy way to flip through your collection of digital pictures. âœª\n\nTo learn about the Windows Photo Viewer, see the How to use Windows Photo Viewer topic in Windows Help (to access Help, go to the desktop, open the Settings charm and then choose Help).	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3330
Windows Media Player	**Windows Media Player**\n\nYou can use Windows Media Player (desktop app) to can play your digital media files: music, videos, and pictures. To start Windows Media Player:\n\n1.  Go to the Start screen and open the Search charm.\n\n2.  Type Windows Media Player in the search box, and then tap or click Windows Media Player from the search results.\n\nFor help using Windows Media Player, see [Getting started with Windows Media Player](http://windows.microsoft.com/en-us/windows-8/getting-started-with-windows-media-player) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3331
Photo Gallery - Free desktop apps	**Photo Gallery**\n\nPhoto Gallery helps you organize and edit your photos, then share them online. This desktop app is available online at [Photo Gallery](http://windows.microsoft.com/en-us/windows-live/photo-gallery-get-started) on Windows.com. âœª\n\nFor help using Photo Gallery, see [Photo Gallery](http://windows.microsoft.com/en-us/windows-live/windows-essentials-help#v1h=tab2) [topics](http://windows.microsoft.com/en-us/windows-live/windows-essentials-help#v1h=tab2) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3332
Movie Maker - Free desktop apps	**Movie Maker**\n\nTurn your videos and photos into movies with Movie Maker.  This desktop app is available online at [Movie Maker](http://windows.microsoft.com/en-us/windows-live/movie-maker-get-started) on Windows.com.\n\nFor help using Photo Gallery, see [Movie Maker](http://windows.microsoft.com/en-us/windows-live/windows-essentials-help#v1h=tab3) [topics](http://windows.microsoft.com/en-us/windows-live/windows-essentials-help#v1h=tab3) on Windows.com. âœª	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3333
SkyDrive - Free desktop apps	**SkyDrive**\n\nThe pre-installed SkyDrive app can view and browse the files youâ€™ve saved to SkyDrive.com. If you also want to automatically sync your files across your computers, install the free [SkyDrive desktop app](http://windows.microsoft.com/en-us/skydrive/download) .	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3334
Additional info you should know	**Additional info you should know**\n\nThis section includes a few more things that would be useful to know.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3335
Keep Surface up to date	**Keep Surface up to date**\n\nWindows Update keeps your Surface up to date.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3336
Windows updates - Keep Surface up to date	**Windows updates**\n\nYou don't have to search for updates online or worry that critical fixes might be missing from your Surface. Windows Update automatically installs important updates as they become available. When an update is available, youâ€™ll see a message on your lock screen like this:\n\nWindows Update\n\nYour PC will restart in 2 days to finish installing important updates.\n\nWhen you see this message you can update and restart your Surface or wait 2 days and Windows will install the update and restart Surface for you.\n\nHereâ€™s how to install the updates:\n\n*   From the lock screen, tap the power icon and then tap Update and restart. \n\n*   On the Start screen, open the Settings charm, tap or click Power, then choose Update and restart.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3337
Manually check for Windows updates	**Manually check for Windows updates**\n\nYou can check for updates in Control Panel or PC Settings. Hereâ€™s how to check for updates in PC Settings:\n\n1.  Open the [Settings charm,](http://www.microsoft.com/surface/support/surface-with-windows-RT/getting-started/get-to-know-windows-RT) and then tap or click Change PC Settings. \n\n2.  Scroll down and tap or click Windows Update (on the left). \n\n3.  Tap or click Check for updates now.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3338
Firmware updates - Keep Surface up to date	**Firmware updates**\n\nFirmware is software that controls how the hardware functions. Youâ€™ll see a notification on Surface when a firmware update is available. When this happens, follow the on-screen instructions to update your Surface.\n\nImportant\n\n*   Plug your Surface into an electrical outlet before updating your firmware.\n\n*   If Touch Cover or Type Cover is attached when you turn on your Surface, Windows Update checks for firmware updates for the attached keyboard.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3339
See your Windows Update history	**See your Windows Update history**\n\nTo see what Windows Updates have already been installed:\n\n1.  Open the Search charm, type view update history, and then tap or click Settings. \n\n2.  Tap or click View update history from the search results. A list of updates is shown.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3340
Having problems installing updates?	**Having problems installing updates?**\n\nIf youâ€™re having a problem installing updates, see [Troubleshoot problems with installing updates](http://windows.microsoft.com/en-US/windows-8/troubleshoot-problems-installing-updates) on Windows.com or search Windows Help. Hereâ€™s how:\n\n1.  From the desktop, open the Settings charm, and then tap or click Help. \n\n2.  Type Windows update in the search box.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3341
Change Windows Update settings	**Change Windows Update settings**\n\nYou can set Windows Update to install recommended updates automatically or just let you know that they're available.\n\nTo change your Windows Update settings:\n\n1.  From the desktop, open the Settings charm, and then tap or click Control Panel. \n\n2.  Tap or click System and Security, then tap or click Windows Update. From here you can:\n\n    *   See your current settings and change them\n    *   View your update history\n    *   Check for updates\n\nTo turn on automatic updating, tap or click Change settings. Under Important updates, choose Install updates automatically (recommended). \n\nFor more info about Windows Update, see [Windows automatic updating: Frequently asked questions](http://windows.microsoft.com/en-US/windows-8/windows-update-faq) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3342
Windows Defender and Windows SmartScreen	Windows Defender and Windows SmartScreen are built-into Windows 8 to help guard your Surface against viruses, spyware, and other malicious software in real time.\n\nWindows Defender helps keep malware from infecting your Surface in two ways:	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3343
Windows Firewall - Additional info you should know	**Windows Firewall**\n\nWindows Firewall helps prevent hackers and some types of malware from getting to your Surface through the Internet or your network.  Windows Firewall is turned on by default. To learn more about Windows Firewall settings, see [Windows Firewall from start to finish](http://windows.microsoft.com/en-us/windows-8/windows-firewall-from-start-to-finish) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3344
BitLocker Drive Encryption	**BitLocker Drive Encryption**\n\nYou can encryptâ€”or "scramble"â€”data on your Surface using BitLocker Drive Encryption to help keep it secure. Only someone with the right encryption key (like a password or PIN) can unscramble and read it. BitLocker can encrypt your entire hard drive, helping to block hackers from stealing your password. If your Surface is lost or stolen, BitLocker also helps keep other people from accessing your data.\n\nTo find out how to turn on Bitlocker Drive Encryption for your Surface, go to [Using Bitlocker Drive Encryption](http://windows.microsoft.com/en-us/windows-8/bitlocker#1TC=t1) and follow the steps under the Lock the operating system drive heading (near the end of the page).  You can also use BitLocker To Go to help protect all files stored on a removable data drive (such as an external hard drive or USB flash drive). To find out how to do this, follow the steps under the Lock a removable data drive heading on this Windows.com page: [Using Bitlocker Drive Encryption](http://windows.microsoft.com/en-us/windows-8/bitlocker#1TC=t1) [.](http://windows.microsoft.com/en-us/windows-8/bitlocker#1TC=t1) \n\nTo find out how to unlock a drive, see [Unlock a BitLocker-protected drive](http://windows.microsoft.com/en-us/windows-8/unlock-bitlocker-protected-drive) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3345
Providing real-time protection.	Windows Defender notifies you when malware tries to install itself or run on your Surface. It also notifies you when apps try to change important settings.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3346
Providing anytime scanning options.	You can use Windows Defender to scan for malware that might be installed on your Surface, to schedule scans on a regular basis, and to automatically remove (or temporarily quarantine) anything that's detected during a scan.\n\nTo learn how to scan your Surface using Windows Defender and adjust Windows SmartScreen settings, see [Using Windows Defender and Windows SmartScreen](http://windows.microsoft.com/en-us/windows-8/windows-defender#1TC=t1) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3347
Accessibility - Additional info you should know	**Accessibility**\n\nEase of Access features let you use your Surface the way you want. To see what settings are available:\n\n1.  Swipe in from the right edge of the screen, and then tap Search. \n\n2.  Type  Ease of Access in the search box, tap or click Settings. \n\n3.  Choose the setting you want to change from the search results.\n\nFor info about the Ease of Access features, see the [Ease of Access](http://windows.microsoft.com/en-US/windows/personalization-accessibility-help#personalization-accessibility-help=windows-8&v1h=win8tab2&v2h=win7tab1&v3h=winvistatab1&v4h=winxptab1) topic on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3348
Speech recognition - Additional info you should know	**Speech recognition**\n\nWindows Speech Recognition makes using a keyboard and mouse optional. You can control your Surface with your voice and dictate text instead.\n\nSpeech Recognition is available for the following languages:\n\nEnglish (United States and United Kingdom), French, German, Japanese, Korean, Mandarin (Chinese Simplified and Chinese Traditional), and Spanish.\n\nFor more info, see [Using Speech Recognition](http://windows.microsoft.com/en-US/windows-8/using-speech-recognition) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3349
Keyboard shortcuts - Additional info you should know	**Keyboard shortcuts**\n\nThe following table contains new keyboard shortcuts that you can use to get around Windows.\n\n| Press this key | To do this |\n| --- | --- |\n| Windows logo key +start typing | Search your PC. |\n| Windows logo key +C | Open the charms. In an app, open the commands for the app. |\n\n| Press this key | To do this |\n| --- | --- |\n| Windows logo key +F | Open the Search charm to search files. |\n| Windows logo key +H | Open the Share charm. |\n| Windows logo key +I | Open the Settings charm. |\n| Windows logo key +J | Switch the main app and snapped app. |\n| Windows logo key +K | Open the Devices charm. |\n| Windows logo key +O | Lock the screen orientation (portrait or landscape). |\n| Windows logo key +Q | Open the Search charm to search apps. |\n| Windows logo key +W | Open the Search charm to search settings. |\n| Windows logo key +Z | Show the commands available in the app. |\n| Windows logo key +Tab | Cycle through open apps (except desktop apps). Use Alt+Tab to switch between all open apps. |\n| Windows logo key +Shift+period (.) | Snaps an app to the left. |\n| Windows logo key +period (.) | Snaps an app to the right. |\n\nFor a complete list of shortcuts, see [Keyboard shortcuts](http://windows.microsoft.com/en-US/windows-8/keyboard-shortcuts) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3350
Press this key - Keyboard shortcuts	** Press this key**\nis To do this	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3351
Windows logo key +start typing - Keyboard shortcuts	** Windows logo key +start typing**\nis Search your PC.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3352
Windows logo key +C - Keyboard shortcuts	** Windows logo key +C**\nis Open the charms. In an app, open the commands for the app.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3353
Take a screen shot	**Take a screen shot**\n\nSometimes it's simpler to show someone what's on your screen than it is to explain it. To capture the screen, press and hold the Windows logo  on the touchscreen and then press the volume down button on the left edge of Surface. The screen dims briefly when the screen is copied and saved as a file in the Screenshots folder (which is in your Pictures library).\n\nYou can also use the Snipping Tool to capture areas of the desktop screen. For info about using the Snipping Tool, see [Use Snipping Tool to capture screen shots](http://windows.microsoft.com/en-us/windows-8/use-snipping-tool-capture-screen-shots) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3354
Default programs - Additional info you should know	**Default programs**\n\nA default program is the program that Windows uses automatically when you open a particular type of file, such as a song, movie, photo, or webpage. For example, when you open a mail attachment that is in PDF format, you can choose which program opens the PDF file by default (assuming you have more than one PDF reader installed on your Surface.\n\nTo set a default program:\n\n1.  Open the Search charm, type default programs in the search box, and then tap or click Default  Programs from the search results. \n\n2.  Tap or click Set your default programs. \n\n3.  Under Programs, tap or click the program you want.\n\n4.  Tap or click Set this program as default, and then tap or click OK. \n\n5.  If you want to choose which file types and protocols a program uses by default, tap or click Choose defaults for this program.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3355
Windows logo key +F - Keyboard shortcuts	** Windows logo key +F**\nis Open the Search charm to search files.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3356
Windows logo key +H - Keyboard shortcuts	** Windows logo key +H**\nis Open the Share charm.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3357
Windows logo key +I - Keyboard shortcuts	** Windows logo key +I**\nis Open the Settings charm.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3358
Windows logo key +J - Keyboard shortcuts	** Windows logo key +J**\nis Switch the main app and snapped app.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3359
Windows logo key +K - Keyboard shortcuts	** Windows logo key +K**\nis Open the Devices charm.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3360
Windows logo key +O - Keyboard shortcuts	** Windows logo key +O**\nis Lock the screen orientation (portrait or landscape).	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3361
Windows logo key +Q - Keyboard shortcuts	** Windows logo key +Q**\nis Open the Search charm to search apps.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3362
Windows logo key +W - Keyboard shortcuts	** Windows logo key +W**\nis Open the Search charm to search settings.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3363
Windows logo key +Z - Keyboard shortcuts	** Windows logo key +Z**\nis Show the commands available in the app.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3364
Windows logo key +Tab - Keyboard shortcuts	** Windows logo key +Tab**\nis Cycle through open apps (except desktop apps). Use Alt+Tab to switch between all open apps.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3365
Windows logo key +Shift+period (.) - Keyboard shortcuts	** Windows logo key +Shift+period (.)**\nis Snaps an app to the left.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3366
Windows logo key +period (.) - Keyboard shortcuts	** Windows logo key +period (.)**\nis Snaps an app to the right.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3367
Work with files and apps on another PC	**Work with files and apps on another PC**\n\nWith Remote Desktop Connection, you can sit at a PC and connect to another PC in a different location (the remote PC). For example, you can connect to your work PC from your home PC and use all of your apps, files, and network resources as if you were sitting right in front of your work PC. You can leave apps open at work and then see those same apps on your home PC.\n\nSurface Pro can connect to another PC using the [Remote Desktop app](http://go.microsoft.com/fwlink/p/?LinkID=256422) or you can connect to your Surface Pro from another PC.\n\n*   To find out how to use the Remote Desktop app to work with files and apps on another PC, see [Get](http://windows.microsoft.com/en-US/windows-8/remote-desktop#1TC=t1) [your files and apps from anywhere](http://windows.microsoft.com/en-US/windows-8/remote-desktop#1TC=t1) on Windows.com.\n\n*   To set up your Surface Pro to allow remote connections, see [Set up your remote PC](http://windows.microsoft.com/en-us/windows-8/remote-desktop-connection-frequently-asked-questions) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3368
Restore, refresh, or reset Surface	**Restore, refresh, or reset Surface**\n\nIf you're having problems with your PC, you can try to restore, refresh, or reset it. Restoring your PC is a way to undo recent system changes you've made. Refreshing your PC reinstalls Windows and keeps your personal files, settings, and the apps that came with your PC and apps that you installed from Windows Store. Resetting your PC reinstalls Windows but deletes your files, settings, and appsâ€”except for the apps that came with your PC.\n\nIf you need to restore your personal files, see [How to use File History](http://windows.microsoft.com/en-us/windows-8/how-use-file-history) on Windows.com.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3369
Restore your Surface to an earlier point in time	**Restore your Surface to an earlier point in time**\n\nIf you think an app or driver that you recently installed caused problems, you can restore it back to an earlier point in time, called a restore point. System Restore doesnâ€™t change your personal files, but it might remove recently installed apps and drivers. Make sure you have the product keys and installation files for any desktop apps you want to reinstall.\n\nTo restore your Surface using System Restore:\n\n1.  Swipe in from the right edge of the screen, and then tap Search. \n\n2.  Type Recovery in the search box, tap or click Settings, and then tap or click Recovery. \n\n3.  Tap or click Open System Restore, and follow the prompts.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3370
Refresh Surface - Restore, refresh, or reset Surface	**Refresh Surface**\n\nIf your Surface isn't performing as well as it once did, you can refresh it. Refreshing your Surface reinstalls Windows while keeping your personal files, settings, and apps.\n\nImportant The apps that came with Surface or were installed from Windows Store will be reinstalled, but any apps you installed from other websites and DVDs will be removed. Windows puts a list of the removed apps on your desktop after refreshing your Surface. Make sure you have the product keys and installation files for any desktop apps you want to reinstall.\n\nTo refresh your Surface:\n\n1.  Open the Settings charm, and then tap Change PC settings. \n\n2.  Tap or click General. \n\n3.  Under Refresh your PC without affecting your files, tap or click Get started, and follow the on-screen instructions.	surface pro.xlsx	metadataname:surface pro	[]	False	[]	3371
